..\..\..\..\datasets\PositiveSamples\waldo\head\original\001_0.jpg 1 0 0 260 307
..\..\..\..\datasets\PositiveSamples\waldo\head\original\002_0_head.jpg 1 0 0 30 46
..\..\..\..\datasets\PositiveSamples\waldo\head\original\004_0_head.jpg 1 0 0 296 387
..\..\..\..\datasets\PositiveSamples\waldo\head\original\004_3.jpg 1 0 0 170 138
..\..\..\..\datasets\PositiveSamples\waldo\head\original\004_4.jpg 1 0 0 156 162
..\..\..\..\datasets\PositiveSamples\waldo\head\original\004_5.jpg 1 0 0 174 182
..\..\..\..\datasets\PositiveSamples\waldo\head\original\004_6.jpg 1 0 0 196 165
..\..\..\..\datasets\PositiveSamples\waldo\head\original\004_7.jpg 1 0 0 159 111
..\..\..\..\datasets\PositiveSamples\waldo\head\original\004_8.jpg 1 0 0 217 191
..\..\..\..\datasets\PositiveSamples\waldo\head\original\005_0_head.jpg 1 0 0 122 121
..\..\..\..\datasets\PositiveSamples\waldo\head\original\006_0.jpg 1 0 0 593 631
..\..\..\..\datasets\PositiveSamples\waldo\head\original\007_3_head.jpg 1 0 0 108 176
..\..\..\..\datasets\PositiveSamples\waldo\head\original\008_0_head.jpg 1 0 0 137 172
..\..\..\..\datasets\PositiveSamples\waldo\head\original\009_1.jpg 1 0 0 97 117
..\..\..\..\datasets\PositiveSamples\waldo\head\original\010_1_head.jpg 1 0 0 120 161
..\..\..\..\datasets\PositiveSamples\waldo\head\original\011_0_head.jpg 1 0 0 77 101
..\..\..\..\datasets\PositiveSamples\waldo\head\original\012_0.jpg 1 0 0 39 39
..\..\..\..\datasets\PositiveSamples\waldo\head\original\013_0.jpg 1 0 0 26 28
..\..\..\..\datasets\PositiveSamples\waldo\head\original\014_0_head.jpg 1 0 0 74 75
..\..\..\..\datasets\PositiveSamples\waldo\head\original\015_0.jpg 1 0 0 384 393
..\..\..\..\datasets\PositiveSamples\waldo\head\original\016_1h.jpg 1 0 0 74 98
..\..\..\..\datasets\PositiveSamples\waldo\head\original\017_2h.jpg 1 0 0 48 64
..\..\..\..\datasets\PositiveSamples\waldo\head\original\017_3h.jpg 1 0 0 159 272
..\..\..\..\datasets\PositiveSamples\waldo\head\original\017_4h.jpg 1 0 0 75 105
..\..\..\..\datasets\PositiveSamples\waldo\head\original\018_0.jpg 1 0 0 362 408
..\..\..\..\datasets\PositiveSamples\waldo\head\original\018_1h.jpg 1 0 0 123 171
..\..\..\..\datasets\PositiveSamples\waldo\head\original\019_0h.jpg 1 0 0 22 27
..\..\..\..\datasets\PositiveSamples\waldo\head\original\019_2.jpg 1 0 0 86 110
..\..\..\..\datasets\PositiveSamples\waldo\head\original\020_2h.jpg 1 0 0 55 86
..\..\..\..\datasets\PositiveSamples\waldo\head\original\021_0h.jpg 1 0 0 37 43
..\..\..\..\datasets\PositiveSamples\waldo\head\original\022_0h.jpg 1 0 0 62 81
..\..\..\..\datasets\PositiveSamples\waldo\head\original\025_1h.jpg 1 0 0 101 102
..\..\..\..\datasets\PositiveSamples\waldo\head\original\026_1h.jpg 1 0 0 32 39
..\..\..\..\datasets\PositiveSamples\waldo\head\original\027_0h.jpg 1 0 0 73 103
..\..\..\..\datasets\PositiveSamples\waldo\head\original\028_0.jpg 1 0 0 28 40
..\..\..\..\datasets\PositiveSamples\waldo\head\original\029_0h.jpg 1 0 0 119 133
..\..\..\..\datasets\PositiveSamples\waldo\head\original\031_0.jpg 1 0 0 90 107
..\..\..\..\datasets\PositiveSamples\waldo\head\original\032_0.jpg 1 0 0 191 203
..\..\..\..\datasets\PositiveSamples\waldo\head\original\032_1.jpg 1 0 0 203 174
..\..\..\..\datasets\PositiveSamples\waldo\head\original\032_2.jpg 1 0 0 83 89
..\..\..\..\datasets\PositiveSamples\waldo\head\original\032_3.jpg 1 0 0 202 200
..\..\..\..\datasets\PositiveSamples\waldo\head\original\032_4.jpg 1 0 0 200 191
..\..\..\..\datasets\PositiveSamples\waldo\head\original\032_5.jpg 1 0 0 178 123
..\..\..\..\datasets\PositiveSamples\waldo\head\original\032_6h.jpg 1 0 0 1044 1509
